date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:01:36	39078/39078	---M--	200	added ('OK')	text/css	etag:%2298a6-5d77acea7e18a%22	http://localhost/wp/wp-content/uploads/elementor/css/global.css?ver=1644297336	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/uploads/elementor/css/global1a84.css	(from http://localhost/wp/hawk/)
15:01:37	25177/25177	---M--	200	added ('OK')	text/css	etag:%226259-5d81e09be706e%22	http://localhost/wp/wp-content/uploads/elementor/css/post-509.css?ver=1644998407	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/uploads/elementor/css/post-5092602.css	(from http://localhost/wp/hawk/)
15:01:38	57912/57912	---M--	200	added ('OK')	text/css	etag:%22e238-5d779ac941546%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/wp/hawk/)
15:01:40	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-5d779ac9453cb%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost/wp/hawk/)
15:01:40	7446/7446	---MC-	200	added ('OK')	text/css	date:Wed,%2016%20Feb%202022%2008:01:37%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CPoppins%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=5.9	C:/My%20Web%20Sites/indonesianhawk/fonts.googleapis.com/csscbc4.css	(from http://localhost/wp/hawk/)
15:01:41	3115/3115	---M--	200	added ('OK')	application/javascript	etag:%22c2b-5d780bce4d18f%22	http://localhost/wp/wp-content/plugins/wp-night-mode/public/js/wp-night-mode-public.js?ver=1.0.0	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/wp-night-mode/public/js/wp-night-mode-public8a54.js	(from http://localhost/wp/hawk/)
15:01:41	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80%22	http://localhost/wp/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/wp/hawk/)
15:01:43	780/780	---M--	200	added ('OK')	text/xml	date:Wed,%2016%20Feb%202022%2008:01:42%20GMT	http://localhost/wp/xmlrpc.php?rsd	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/xmlrpc0db0.php	(from http://localhost/wp/hawk/)
15:01:43	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/wp/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-includes/wlwmanifest.xml	(from http://localhost/wp/hawk/)
15:01:45	2319/2319	---M--	200	added ('OK')	application/json	date:Wed,%2016%20Feb%202022%2008:01:43%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fhawk%2F	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-json/oembed/1.0/embedd7c9.json	(from http://localhost/wp/hawk/)
15:01:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Feb%202022%2008:01:45%20GMT	http://localhost/wp/?p=509	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/index321c.html	(from http://localhost/wp/hawk/)
15:01:47	2388/2388	---M--	200	added ('OK')	text/xml	date:Wed,%2016%20Feb%202022%2008:01:45%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fhawk%2F&format=xml	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-json/oembed/1.0/embed1834	(from http://localhost/wp/hawk/)
15:01:47	32313/32313	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Feb%202022%2008:01:41%20GMT	http://localhost/wp/wp-json/wp/v2/pages/509	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-json/wp/v2/pages/509.json	(from http://localhost/wp/hawk/)
15:01:48	11026/11026	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2016%20Feb%202022%2008:01:47%20GMT	https://kit.fontawesome.com/73060043bb.js	C:/My%20Web%20Sites/indonesianhawk/kit.fontawesome.com/73060043bb.js	(from http://localhost/wp/hawk/)
15:01:49	89521/89521	---M--	200	added ('OK')	application/javascript	etag:%2215db1-5bd3006388300%22	http://localhost/wp/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-includes/js/jquery/jquery.minaf6c.js	(from http://localhost/wp/hawk/)
15:01:51	21192/21192	---M--	200	added ('OK')	image/png	etag:%2252c8-5d81a4353dd52%22	http://localhost/wp/wp-content/uploads/2022/02/burung-e1644982193128-150x150.png	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/uploads/2022/02/burung-e1644982193128-150x150.png	(from http://localhost/wp/hawk/)
15:01:51	12336/12336	---M--	200	added ('OK')	image/png	etag:%223030-5d81acc70a800%22	http://localhost/wp/wp-content/uploads/2022/02/button.png	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/uploads/2022/02/button.png	(from http://localhost/wp/hawk/)
15:01:51	29170/29170	---M--	200	added ('OK')	text/css	etag:%2271f2-5d779a853a191%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from http://localhost/wp/hawk/)
15:01:53	5568/5568	---M--	200	added ('OK')	image/png	etag:%2215c0-5d81a662a3851%22	http://localhost/wp/wp-content/uploads/2022/02/tulisan-e1644982778828.png	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/uploads/2022/02/tulisan-e1644982778828.png	(from http://localhost/wp/hawk/)
15:01:54	32062/32062	---M--	200	added ('OK')	image/png	etag:%227d3e-5d81a435383e2%22	http://localhost/wp/wp-content/uploads/2022/02/burung-e1644982193128.png	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/uploads/2022/02/burung-e1644982193128.png	(from http://localhost/wp/hawk/)
15:02:09	174696/174696	---MC-	200	added ('OK')	application/json	date:Wed,%2016%20Feb%202022%2008:01:41%20GMT	http://localhost/wp/wp-json/	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-json/index.html	(from http://localhost/wp/hawk/)
15:02:11	120160/120160	---M--	200	added ('OK')	image/png	etag:%221d560-5d81b36966091%22	http://localhost/wp/wp-content/uploads/2022/02/bg-garuda.png	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/uploads/2022/02/bg-garuda.png	(from http://localhost/wp/hawk/)
15:02:11	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2016%20Feb%202022%2008:02:11%20GMT	http://instagram.com/indonesianhawk	C:/My%20Web%20Sites/indonesianhawk/instagram.com/indonesianhawk.21.delayed	(from http://localhost/wp/hawk/)
15:02:14	129822/129822	---M--	200	added ('OK')	image/png	etag:%221fb1e-5d81b52b765d1%22	http://localhost/wp/wp-content/uploads/2022/02/gr-3.png	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/uploads/2022/02/gr-3.png	(from http://localhost/wp/hawk/)
15:02:17	170106/170106	---M--	200	added ('OK')	image/png	etag:%222987a-5d81b4ce878b6%22	http://localhost/wp/wp-content/uploads/2022/02/gr2.png	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/uploads/2022/02/gr2.png	(from http://localhost/wp/hawk/)
15:02:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Feb%202022%2008:02:12%20GMT	https://instagram.com/indonesianhawk	C:/My%20Web%20Sites/indonesianhawk/instagram.com/indonesianhawk.22.delayed	(from http://localhost/wp/hawk/)
15:03:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Feb%202022%2008:02:42%20GMT	https://www.instagram.com/indonesianhawk	C:/My%20Web%20Sites/indonesianhawk/www.instagram.com/indonesianhawk.23.delayed	(from http://localhost/wp/hawk/)
15:03:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Feb%202022%2008:03:03%20UTC	http://twitter.com/indonesianhawks	C:/My%20Web%20Sites/indonesianhawk/twitter.com/indonesianhawks.24.delayed	(from http://localhost/wp/hawk/)
15:03:05	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-5d779ac90822a%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.5.5	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/animations/animations.mina25a.css	(from http://localhost/wp/hawk/)
15:03:08	136442/136442	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2008:03:04%20GMT	https://www.instagram.com/indonesianhawk/	C:/My%20Web%20Sites/indonesianhawk/www.instagram.com/indonesianhawk/index.html	(from http://localhost/wp/hawk/)
15:03:08	15615/15615	---M--	200	added ('OK')	application/javascript	etag:%223cff-5d779a4437346%22	http://localhost/wp/wp-content/plugins/animated-typing-effect/assets/js/typed.js?ver=1	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/animated-typing-effect/assets/js/typed68b3.js	(from http://localhost/wp/hawk/)
15:03:09	729/729	---M--	200	added ('OK')	application/javascript	etag:%222d9-5d779a4435403%22	http://localhost/wp/wp-content/plugins/animated-typing-effect/assets/js/typed.fe.js?ver=1	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/animated-typing-effect/assets/js/typed.fe68b3.js	(from http://localhost/wp/hawk/)
15:03:09	1127/1127	---M--	200	added ('OK')	application/javascript	etag:%22467-5c62026dfaf40%22	http://localhost/wp/wp-content/themes/twentytwentyone/assets/js/polyfills.js?ver=1.5	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/themes/twentytwentyone/assets/js/polyfills7ef2.js	(from http://localhost/wp/hawk/)
15:03:11	6047/6047	---M--	200	added ('OK')	application/javascript	etag:%22179f-5d123e5156b40%22	http://localhost/wp/wp-content/themes/twentytwentyone/assets/js/primary-navigation.js?ver=1.5	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/themes/twentytwentyone/assets/js/primary-navigation7ef2.js	(from http://localhost/wp/hawk/)
15:03:11	36558/36558	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Feb%202022%2008:03:08%20GMT	http://localhost/wp/hawk/Trident/	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/hawk/Trident/index.html	(from http://localhost/wp/hawk/)
15:03:12	1127/1127	---M--	200	added ('OK')	application/javascript	etag:%22467-5b6aa349db6c0%22	http://localhost/wp/wp-content/themes/twentytwentyone/assets/js/responsive-embeds.js?ver=1.5	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/themes/twentytwentyone/assets/js/responsive-embeds7ef2.js	(from http://localhost/wp/hawk/)
15:03:13	4965/4965	---M--	200	added ('OK')	application/javascript	etag:%221365-5d779a85c843e%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.5.2	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min49eb.js	(from http://localhost/wp/hawk/)
15:03:13	4905/4905	---M--	200	added ('OK')	application/javascript	etag:%221329-5d779ac8fe5e1%22	http://localhost/wp/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.5.5	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/js/webpack.runtime.mina25a.js	(from http://localhost/wp/hawk/)
15:03:15	25202/25202	---M--	200	added ('OK')	application/javascript	etag:%226272-5d779a85f01d4%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from http://localhost/wp/hawk/)
15:03:15	14235/14235	---M--	200	added ('OK')	application/javascript	etag:%22379b-5d779ac8d74b8%22	http://localhost/wp/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.5.5	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/js/frontend-modules.mina25a.js	(from http://localhost/wp/hawk/)
15:03:17	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5d779ac9a82f0%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/wp/hawk/)
15:03:17	20293/20293	---M--	200	added ('OK')	application/javascript	etag:%224f45-5d779a858e670%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.5.2	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor-pro/assets/js/frontend.min49eb.js	(from http://localhost/wp/hawk/)
15:03:20	20674/20674	---M--	200	added ('OK')	application/javascript	etag:%2250c2-5cddb3b4d3200%22	http://localhost/wp/wp-includes/js/jquery/ui/core.min.js?ver=1.13.0	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-includes/js/jquery/ui/core.min1dd9.js	(from http://localhost/wp/hawk/)
15:03:22	36889/36889	---M--	200	added ('OK')	application/javascript	etag:%229019-5d779ac8db33d%22	http://localhost/wp/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.5.5	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/js/frontend.mina25a.js	(from http://localhost/wp/hawk/)
15:03:23	24284/24284	---M--	200	added ('OK')	application/javascript	etag:%225edc-5d779a8580ba3%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.5.2	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min49eb.js	(from http://localhost/wp/hawk/)
15:03:23	24/24	---MC-	200	added ('OK')	text/plain	date:Wed,%2016%20Feb%202022%2008:03:22%20GMT	http://s.w.org/robots.txt		(from http://localhost/wp/hawk/)
15:03:36	92216/92216	---M--	200	added ('OK')	font/woff2	etag:%2216838-5d779ac92bd70%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.14.0	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.woff2	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
15:03:38	92499/92499	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2008:03:04%20GMT	https://twitter.com/indonesianhawks	C:/My%20Web%20Sites/indonesianhawk/twitter.com/indonesianhawks.html	(from http://localhost/wp/hawk/)
15:03:53	209496/209496	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233258-5d779ac92764b%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.14.0	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.eot	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
15:03:53	315628/315628	---M--	200	added ('OK')	image/svg+xml	etag:%224d0ec-5d779ac929867%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.14.0	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.svg	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
15:03:54	112952/112952	---M--	200	added ('OK')	font/woff	etag:%221b938-5d779ac929867%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.14.0	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.woff	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
15:03:56	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2016%20Feb%202022%2008:03:54%20GMT	https://fonts.googleapis.com/robots.txt		(from http://localhost/wp/hawk/)
15:04:10	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-5d779ac9628ab%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:04:11	209336/209336	---M--	200	added ('OK')	font/ttf	etag:%22331b8-5d779ac929867%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.14.0	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.ttf	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
15:04:26	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2218d14-5d779ac9628ab%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:04:27	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-5d779ac960966%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:04:30	220/220	---M-Z	200	added ('OK')	text/plain	date:Wed,%2009%20Feb%202022%2017:29:41%20GMT	https://www.instagram.com/robots.txt		(from http://localhost/wp/hawk/)
15:04:30	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5d779ac960966%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:04:32	634/634	---M-Z	200	added ('OK')	application/json	date:Wed,%2016%20Feb%202022%2008:04:31%20GMT	https://www.instagram.com/data/manifest.json	C:/My%20Web%20Sites/indonesianhawk/www.instagram.com/data/manifest.json	(from https://www.instagram.com/indonesianhawk/)
15:04:33	179642/179642	---M-Z	200	added ('OK')	text/css	etag:%22544e6e029d31%22	https://www.instagram.com/static/bundles/metro/ConsumerUICommons.css/544e6e029d31.css	C:/My%20Web%20Sites/indonesianhawk/www.instagram.com/static/bundles/metro/ConsumerUICommons.css/544e6e029d31.css	(from https://www.instagram.com/indonesianhawk/)
15:04:35	159845/159845	---M-Z	200	added ('OK')	text/css	etag:%22bc96d5aeac03%22	https://www.instagram.com/static/bundles/metro/Consumer.css/bc96d5aeac03.css	C:/My%20Web%20Sites/indonesianhawk/www.instagram.com/static/bundles/metro/Consumer.css/bc96d5aeac03.css	(from https://www.instagram.com/indonesianhawk/)
15:04:36	29128/29128	---M-Z	200	added ('OK')	text/css	etag:%2215cebd7f087d%22	https://www.instagram.com/static/bundles/metro/ProfilePageContainer.css/15cebd7f087d.css	C:/My%20Web%20Sites/indonesianhawk/www.instagram.com/static/bundles/metro/ProfilePageContainer.css/15cebd7f087d.css	(from https://www.instagram.com/indonesianhawk/)
15:04:46	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5d779ac960966%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:04:49	259769/259769	---M-Z	200	added ('OK')	text/javascript	etag:%22a18d155f0994%22	https://www.instagram.com/static/bundles/metro/Vendor.js/a18d155f0994.js	C:/My%20Web%20Sites/indonesianhawk/www.instagram.com/static/bundles/metro/Vendor.js/a18d155f0994.js	(from https://www.instagram.com/indonesianhawk/)
15:04:53	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%22317f8-5d779ac9628ab%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/indonesianhawk/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
15:04:59	240043/240043	---M-Z	200	added ('OK')	text/javascript	etag:%226fb775374dca%22	https://www.instagram.com/static/bundles/metro/en_US.js/6fb775374dca.js	C:/My%20Web%20Sites/indonesianhawk/www.instagram.com/static/bundles/metro/en_US.js/6fb775374dca.js	(from https://www.instagram.com/indonesianhawk/)
